Year,Month,Day,Region,Site,Fisher,Method,sector,Fish no.,HL,Width,Whole Weight,Mantle weight,Quill length,Sex,Stage,OW.testes,NW.sperm,ODV.vasdeferens,OV.penis,Whole.nadWt,Nads kept,Mated,Comments
2014,5,16,Geographe Bay,Port Geographe,,,Research,140563,163,,231.6,71.3,169,M,5,2.1,0.58,0.52,0.25,3.45,a,,
2014,5,16,Geographe Bay,Port Geographe,,,Research,140564,166,,243.4,76.9,170,M,5,3.13,1.51,0.72,0.46,5.82,a,,
2014,3,15,Albany,Middleton Jetty,,,Recreational,140569,,,,,181,M,5,1.71,,,0.17,1.88,,,
2013,7,27,Albany,Emu Point,,,Recreational,140576,,,,,239,M,5,6.92,0.8,0.5,0.53,8.75,,,
2014,2,8,Albany,Whale world,,,Recreational,140577,,,,,168,M,5,3.27,0.58,0.71,0.2,4.76,,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140583,238,,514.1,168.2,237,M,5,5.55,1.85,1.12,0.41,8.93,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140584,266,,668.2,211,267,M,5,3.44,1.52,1.03,0.46,6.45,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140585,300,,1000.7,335.6,297,M,5,7.12,3.96,1.54,1.03,13.65,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140586,344,,1259.6,406.9,343,M,5,18.09,11.57,3.49,1.59,34.74,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140587,288,,820.9,253.2,288,M,5,8.39,3.01,1.43,0.75,13.58,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140588,266,,766.8,209.3,263,M,5,4.82,1.25,1.04,0.66,7.77,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140589,232,,473.1,142.5,230,M,5,3.93,1.16,1.08,0.34,6.51,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140590,263,,790.4,246.5,261,M,5,10.04,3.55,1.89,0.95,16.43,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140591,243,,604.7,180.9,243,M,5,3.05,1.34,0.79,0.72,5.9,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140593,321,,1088.6,324.7,322,M,5,11.65,20.14,3.82,1.55,37.16,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140594,376,,1708.5,522.7,378,M,5,15.78,21.52,4.76,2.42,44.48,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140596,259,,837.4,240,256,M,5,6.95,1.22,1.63,0.88,10.68,,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140597,225,,571.2,182.7,226,M,5,5.23,1.91,1.25,0.8,9.19,,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140598,236,,580.5,175,236,M,5,2.87,0.94,0.86,0.46,5.13,,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140599,275,,923.3,274.1,273,M,5,7.93,2.97,1.71,0.96,13.57,,,
2014,5,21,Metro,BP Refinery,,,Recreational,140602,,,,,138,M,5,1.07,0.2,0.24,0.08,1.59,,,Damaged quill tip
2014,5,21,Metro,BP Refinery,,,Recreational,140604,,,,,209,M,5,6.69,1.96,0.88,0.56,10.09,,,
2014,5,21,Metro,BP Refinery,,,Recreational,140608,,,,,137,M,4,0.79,0.1,0.18,0.05,1.12,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140610,261,,628.7,218.5,262,M,5,11.77,8.73,1.83,0.69,23.02,a,,
2014,5,21,Metro,Parmelia Bank,,,Research,140611,186,,251.3,83.2,188,M,5,2.92,1.22,0.62,0.43,5.19,a,,
2014,5,21,Metro,Parmelia Bank,,,Research,140612,271,,767.4,242.7,273,M,5,10.21,3.56,1.66,1.33,16.76,a,,
2014,5,21,Metro,Parmelia Bank,,,Research,140614,188,,291.8,99.4,190,M,4,3.87,1.78,0.8,0.74,7.19,a,,
2014,5,21,Metro,Parmelia Bank,,,Research,140615,190,,271.9,93.1,192,M,5,2.48,0.97,0.54,0.44,4.43,a,,
2014,5,21,Metro,Parmelia Bank,,,Research,140616,180,,236.7,82.1,181,M,5,3.54,0.92,0.62,0.34,5.42,a,,
2014,5,21,Metro,Parmelia Bank,,,Research,140621,177,,229.8,75.3,180,M,5,1.48,0.24,0.38,0.25,2.35,a,,
2014,5,21,Metro,Parmelia Bank,,,Research,140622,191,,291.9,105,195,M,5,2.13,0.46,0.59,0.52,3.7,a,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140626,235,,559.4,164.9,233,M,5,3.9,1.68,0.9,0.57,7.05,,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140627,321,,1233.6,418.2,320,M,5,14.53,5.01,2.71,1.57,23.82,,,
2014,5,19,Albany,King George Sound,Jackman,,Commercial,140628,367,,1396.9,418,365,M,5,3.78,6.41,3.44,1.55,15.18,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140630,156,,172.3,60.7,159,M,5,1.62,0.38,0.39,0.29,2.68,a,,
2014,5,21,Metro,Parmelia Bank,,,Research,140632,125,,105.5,33.9,129,M,3,0.6,0.06,0.14,0.07,0.87,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140634,130,,111,35.2,131,M,2,0.32,0.07,0.12,0.05,0.56,,,
2014,5,21,Metro,Parmelia Bank,,,Research,140636,114,,82.1,27.1,117,M,2,0.04,0.11,,,0.15,,,Whole gonad weight
2014,5,21,Metro,Parmelia Bank,,,Research,140637,139,,127.6,41.7,142,M,5,0.87,0.11,0.2,0.12,1.3,a,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140643,210,,390.6,130.6,211,M,5,3.17,0.72,0.64,0.47,5,a,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140644,274,,710.7,241.9,276,M,5,10.03,5.73,1.39,0.76,17.91,a,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140647,234,,467.3,151.2,233,M,5,4.54,0.91,2.58,0.56,8.59,a,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140648,190,,820.9,266.5,191,M,5,10.73,16.56,2.41,1.59,31.29,a,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140651,286,,797.7,269.9,287,M,5,6.83,3.93,1.09,0.65,12.5,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140652,280,,752.6,238.9,279,M,5,10.71,4.82,1.71,0.81,18.05,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140653,152,,163,52.1,157,M,5,1.42,0.54,0.33,0.15,2.44,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140654,216,,391.8,120.7,216,M,5,6.41,3.21,1.09,0.72,11.43,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140657,238,,473,148.1,239,M,5,3.86,0.95,0.65,0.42,5.88,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140659,221,,407.5,125.3,221,M,5,4.28,1.82,0.94,0.55,7.59,,,
2014,5,21,Geographe Bay,Geographe Bay,Rumner,,Commercial,140660,174,,242.2,72.6,176,M,5,2.48,0.36,0.57,0.36,3.77,,,
2013,8,25,Albany,Albany Town Jetty,,,Recreational,140667,,,,,272,M,5,11.3,2.92,,0.66,14.88,,,"VD missing, spermatophores lost / not all completely measured"
2013,10,14,Albany,Albany Town Jetty,,,Recreational,140669,,,,,217,M,5,5.85,0.38,,,6.23,,,VD + penis missing
2013,10,14,Albany,Albany Town Jetty,,,Recreational,140670,,,,,289,M,5,11.83,,,0.81,12.64,,,VD + sperm sac missing
2014,4,9,Albany,Quindalup N,,,Recreational,140671,172,,231.8,65.3,177,M,5,1.38,0.39,0.33,0.18,2.28,,,8m depth
2013,3,5,Albany,"Caseys Bay, KGS",,,Recreational,140672,,,374.1,,260,M,5,12.54,3.95,1.83,0.58,18.9,,,Quill tip missing
2013,4,10,Metro,Garden Island shore,,,Research,140674,67,,18.2,6.2,68,M,2,,,0.01,,0.01,,,Whole gonad weight
2014,4,5,Albany,Wagchinicup,,,Recreational,140679,,,,,218,M,,1.16,,,,1.16,,,"Reproductive organs not included, no statoliths"
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140682,,,,,262,M,5,12.73,3.76,1.21,0.53,18.23,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140683,,,,,263,M,5,7.87,4.61,1.71,0.4,14.59,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140685,,,,,276,M,5,5.56,3.59,1.12,0.45,10.72,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140686,,,,,261,M,5,3.82,1.04,0.76,0.53,6.15,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140690,,,,,327,M,5,14.39,15.69,2.76,0.64,33.48,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140691,,,,,237,M,5,3.95,1.13,0.93,0.39,6.4,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140692,,,,,315,M,5,15.92,8.19,2.47,1.11,27.69,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140693,,,,,285,M,5,9.63,3.61,1.44,0.73,15.41,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140695,,,,,157,M,5,2.31,0.88,0.47,0.15,3.81,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140696,,,,,268,M,5,,2.87,1.83,1.09,5.79,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140697,,,,,247,M,5,2.77,0.71,0.72,0.28,4.48,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140698,,,,,181,M,5,2.1,0.66,0.56,0.23,3.55,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140699,,,,,185,M,4,0.9,0.15,0.25,0.12,1.42,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140700,,,,,,M,5,6.53,2.75,1.1,0.73,11.11,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140702,,,,,270,M,5,4.95,1.78,0.99,0.48,8.2,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140703,,,,,356,M,5,18.65,14.54,2.87,2.31,38.37,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140704,,,,,313,M,5,17.65,2.86,2.21,1.13,23.85,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140707,,,,,229,M,5,5.5,1.59,1.08,0.53,8.7,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140709,,,,,215,M,5,5.88,2.67,0.99,0.47,10.01,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140711,,,,,204,M,5,4.27,1.24,0.59,0.56,6.66,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140715,,,,,149,M,5,1.11,0.16,0.21,0.06,1.54,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140716,,,,,244,M,5,9.33,3.79,1.37,0.71,15.2,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140719,,,,,179,M,5,5.01,2.24,0.59,0.3,8.14,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140722,,,,,252,M,5,8.36,2.54,1.13,0.69,12.72,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140723,,,,,180,M,5,2.55,0.41,0.45,0.25,3.66,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140727,,,,,192,M,5,2.96,1.1,0.79,0.16,5.01,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140728,,,,,172,M,5,1.3,0.29,0.29,0.17,2.05,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140735,,,,,379,M,5,11.42,,,1.37,12.79,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140736,,,,,386,M,5,11.38,15.67,1.99,1.86,30.9,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140737,,,,,314,M,5,8.07,2.71,1.73,0.78,13.29,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140739,,,,,305,M,5,13.38,5.65,2.25,0.7,21.98,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140740,,,,,268,M,5,9.25,5.75,1.78,0.63,17.41,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140742,,,,,198,M,5,1.83,0.59,0.67,0.21,3.3,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140743,,,,,181,M,5,2.62,1.34,0.62,0.2,4.78,,,
2014,2,2,Albany,Emu Point Channel,,,Recreational,140745,,,,,195,M,5,3.76,1.03,0.82,0.37,5.98,,,
2014,1,14,Albany,Albany Town Jetty,,,Recreational,140747,,,,,145,M,2,0.07,,0.15,,0.22,,,Whole gonad weight
2014,3,24,Albany,Albany Pen Factory,,,Recreational,140750,,,,,176,M,5,4.03,1.44,1.08,0.3,6.85,,,Broken quill
2014,1,10,Albany,Albany Town Jetty,,,Recreational,140753,,,,,195,M,5,2.12,0.5,0.51,0.21,3.34,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140759,144,,119,35.3,142,M,2,0.31,,,,0.31,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140761,221,,367.1,121.2,219,M,5,9.34,2.77,1.29,0.51,13.91,a,,
2014,6,13,Metro,Parmelia Bank,,,Research,140763,158,,172.6,54.6,159,M,5,7.89,0.4,0.46,0.13,8.88,a,,
2014,6,13,Metro,Parmelia Bank,,,Research,140765,201,,306.9,105.9,200,M,5,3.99,0.96,0.86,0.22,6.03,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140766,205,,344.7,110.9,204,M,5,3.03,1.07,0.73,0.28,5.11,a,,
2014,6,13,Metro,Parmelia Bank,,,Research,140771,193,,266.3,85.1,191,M,4,1.05,0.3,0.38,0.17,1.9,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140773,153,,138.3,44.9,151,M,2,0.07,0.07,0.14,0.03,0.31,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140775,154,,152.2,47.6,154,M,5,2.05,0.58,0.38,0.16,3.17,a,,
2014,6,13,Metro,Parmelia Bank,,,Research,140780,215,,391.4,132.9,214,M,5,3.41,1.11,0.73,0.42,5.67,a,,
2014,6,13,Metro,Parmelia Bank,,,Research,140782,195,,277.7,93.7,196,M,5,5.54,2.59,0.94,0.4,9.47,a,,
2014,6,13,Metro,Parmelia Bank,,,Research,140784,246,,515.8,169.3,244,M,5,6.72,2.24,1.12,0.55,10.63,a,,
2014,6,13,Metro,Parmelia Bank,,,Research,140785,140,,121.6,41,140,M,1,0.38,0.06,0.13,0.06,0.63,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140786,168,,199.6,66.2,169,M,4,0.78,0.19,0.32,0.06,1.35,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140787,191,,303.6,97.2,192,M,5,2.57,0.89,0.51,0.33,4.3,a,,
2014,6,13,Metro,Parmelia Bank,,,Research,140788,141,,129.6,42.8,141,M,3,0.78,0.07,0.23,0.05,1.13,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140789,153,,161.3,54.9,153,M,5,2.08,0.81,0.41,0.19,3.49,,,
2014,6,13,Metro,Parmelia Bank,,,Research,140790,179,,241.9,84,180,M,5,2.97,1.3,0.61,0.24,5.12,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140796,,,,,208,M,5,5.66,1.82,1.09,0.26,8.83,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140797,,,,,227,M,5,4.7,1.18,1.06,0.42,7.36,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140798,,,,,222,M,5,1.18,3.54,0.58,0.57,5.87,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140799,,,,,201,M,5,3.41,1.21,0.72,0.39,5.73,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140800,,,,,275,M,5,11.85,4.55,1.92,0.82,19.14,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140802,,,,,168,M,5,5,3.42,1.53,0.43,10.38,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140803,,,,,251,M,5,8.5,3.1,1.95,0.79,14.34,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140807,,,,,235,M,5,8.3,2.91,1.46,0.46,13.13,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140808,,,,,255,M,5,5.36,2.71,1.24,0.53,9.84,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140810,,,,,247,M,5,4.48,2.51,0.92,0.42,8.33,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140811,,,,,237,M,5,3.56,1.03,0.92,0.52,6.03,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140812,,,,,226,M,5,7.82,1.47,0.86,0.62,10.77,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140815,,,,,210,M,5,5.92,2.24,1.04,1,10.2,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140821,,,,,245,M,5,5.98,1.41,0.81,0.63,8.83,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140825,,,,,219,M,5,2.76,0.59,0.55,0.35,4.25,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140827,,,,,298,M,5,14.45,7.15,1.92,0.92,24.44,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140828,,,,,346,M,5,13.78,8.87,2.76,1.49,26.9,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140829,,,,,178,M,4,1.22,0.19,0.35,0.15,1.91,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140830,,,,,212,M,5,3.62,0.9,0.66,0.23,5.41,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140831,,,,,266,M,5,9.81,4.27,1.47,0.58,16.13,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140832,,,,,262,M,5,10.38,3.06,1.35,0.71,15.5,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140833,,,,,232,M,5,9.2,3.65,1.09,0.54,14.48,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140838,,,,,193,M,4,1.85,0.2,0.35,0.22,2.62,,,
2014,5,31,Albany,King George Sound,Rec. comp,,Recreational,140839,,,,,300,M,5,16.36,10.59,2.38,1.06,30.39,,,
2014,3,27,Albany,Middleton Jetty,,,Recreational,140842,,,,,162,M,5,3.02,1.82,0.66,0.24,5.74,,,
2014,1,26,Albany,Whale world,,,Recreational,140845,,,,,224,M,5,2.93,1.97,0.85,0.39,6.14,,,
2014,1,9,Albany,Albany Town Jetty,,,Recreational,140848,,,,,236,M,5,3.17,1.35,0.71,0.42,5.65,,,
2014,2,2,Albany,Emu Point Channel,,,Recreational,140850,,,,,140,M,2,0.04,,0.14,,0.18,,,Whole gonad weight
2014,1,31,Albany,Whale world,,,Recreational,140856,,,,,166,M,2,,,0.13,,0.13,,,Whole gonad weight
2013,9,13,Albany,Emu Point,,,Recreational,140858,,,,,210,M,5,5.47,2.14,1.02,0.51,9.14,,,
2014,2,5,Albany,Ellen Cove Jetty,,,Recreational,140864,,,,,186,M,5,3.38,,,0.25,3.63,,,
2014,2,1,Albany,Whale world,,,Recreational,140865,,,,,172,M,5,0.91,0.13,0.26,0.15,1.45,,,
2014,4,5,Albany,Wagchinicup,,,Recreational,140871,,,,,207,M,,1.58,,,,1.58,,,
2014,1,9,Albany,Albany Town Jetty,,,Recreational,140872,,,,,211,M,5,2.3,0.51,0.53,,3.34,,,
2014,1,8,Albany,Emu Point Groyne,,,Recreational,140874,,,,,271,M,5,5.28,2.68,1.36,0.4,9.72,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140878,176,,234.6,82,178,M,5,3.23,0.63,0.52,0.25,4.63,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140880,246,,616.9,200.1,245,M,5,6.01,2.43,1.28,0.68,10.4,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140884,288,,885.7,287,288,M,5,3.78,2.5,1.09,0.47,7.84,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140887,246,,580.9,189.9,246,M,5,10.83,4.35,1.59,0.84,17.61,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140888,239,,565.2,180.5,240,M,5,7.89,2.96,1.5,0.7,13.05,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140890,261,,683.5,226.4,261,M,5,13.78,5.11,1.61,1.37,21.87,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140891,241,,606.3,203.1,241,M,5,4.42,2.2,1.06,0.77,8.45,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140895,262,,747.8,243.6,265,M,5,7.32,2.86,1.25,0.89,12.32,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140896,268,,810.4,269.4,272,M,5,15.08,7.58,2.31,0.78,25.75,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140897,353,,1861.1,613.4,358,M,5,19.03,17.38,3.17,1.65,41.23,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140898,173,,224.5,82.6,176,M,5,2.96,0.81,0.62,0.09,4.48,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140899,231,,573.8,194.8,233,M,5,4.72,1.77,0.91,0.58,7.98,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140900,249,,709,243.5,257,M,5,5.06,1.64,1.18,0.83,8.71,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140901,335,,1626,533.5,341,M,5,19.98,20.8,3.53,2.08,46.39,a,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140902,345,,1784.8,560.8,350,M,5,20.94,22.34,3.52,1.39,48.19,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140903,305,,1235.3,410,310,M,5,14.16,6.15,2.58,0.78,23.67,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140904,228,,612.2,196.4,233,M,5,5.07,1.13,1.15,0.34,7.69,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140905,235,,598.3,195.7,243,M,5,8.36,1.72,1.34,0.58,12,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140906,283,,869.5,296.2,288,M,5,9.82,2.69,1.81,0.83,15.15,,,Shooter' tentacles partly missing
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140908,300,,1013.2,350.8,303,M,5,15.31,7.9,2.54,0.77,26.52,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140910,217,,520.5,159.7,220,M,5,6.11,1.46,1.03,0.56,9.16,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140912,216,,605.4,197.9,224,M,5,2.64,0.67,0.86,0.24,4.41,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140914,226,,568.2,200.3,232,M,5,4.37,1,0.98,0.4,6.75,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140915,214,,448.7,161.7,219,M,5,4.72,1.61,0.87,0.42,7.62,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140918,293,,940.6,315.5,295,M,5,6.39,2.43,1.3,1.02,11.14,,,
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140919,110,,96,33.2,117,M,2,0.01,,0.09,,0.1,,,Whole gonad weight
2014,6,16,Albany,King George Sound,Jackman,,Commercial,140920,219,,492.5,166.9,223,M,5,6.92,2.1,1.11,0.43,10.56,,,
2014,4,19,Metro,Mangles Bay,,,Recreational,140925,,,,,201,M,5,4.73,1.32,0.84,0.56,7.45,,,3.5m depth
2014,4,12,Metro,,,,Recreational,140928,,,,,170,M,2,0.14,,0.12,,0.26,,,"5m depth, whole gonad weight"
2014,4,12,Metro,,,,Recreational,140929,,,,,164,M,3,,,0.2,,0.2,,,"5m depth, whole gonad weight"
2014,4,19,Metro,Mangles Bay,,,Recreational,140930,,,,,265,M,5,7.86,3.63,1.28,0.67,13.44,,,3.5m depth
2014,4,12,Metro,,,,Recreational,140933,,,,,208,M,5,3.95,1.19,0.72,0.56,6.42,,,5m depth
2014,3,1,Geographe Bay,,,,Recreational,140937,,,,,219,M,5,1.81,0.93,0.72,0.48,3.94,,,10m depth
2014,4,19,Metro,Mangles Bay,,,Recreational,140942,,,,,116,M,2,,,0.04,,0.04,,,"3.5m depth, whole gonad weight"
2014,2,9,Metro,Fremantle Fishing Boat Harbour,,,Recreational,140943,,,,,193,M,5,2.22,1.05,0.66,0.47,4.4,,,"5m depth, broken quill tip"
2014,2,9,Metro,Fremantle Fishing Boat Harbour,,,Recreational,140944,,,,,170,M,4,0.78,0.26,0.3,0.06,1.4,,,5m depth
2014,2,9,Metro,Fremantle Fishing Boat Harbour,,,Recreational,140945,,,,,280,M,5,13.19,8.9,2.13,1.08,25.3,,,"5m depth, slightly broken quill tip"
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140946,208,,337.6,111,212,M,5,5.03,2.07,0.78,0.34,8.22,a,,1 'shooter' tentacle partly missing
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140952,265,,692.5,235.8,266,M,5,11.78,6.18,1.46,0.72,20.14,a,,
2014,7,3,Geographe Bay,Geographe Bay,Rumner,,Commercial,140953,225,,444.2,147.3,228,M,5,5.89,2.86,0.81,0.58,10.14,a,,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140959,230,,495.9,155,234,M,5,6.38,2.87,1.04,0.54,10.83,a,,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140960,132,,131.5,43.5,135,M,2,0.07,,0.13,,0.2,,,Whole gonad weight
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140961,237,,533.2,171.6,241,M,5,7.93,4,1.4,0.8,14.13,a,,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140962,205,,435,117.7,207,M,5,1.3,0.34,0.45,0.23,2.32,a,,
2014,6,28,Geographe Bay,Geographe Bay,Rumner,,Commercial,140964,192,,299.1,98,193,M,5,6.09,2.14,0.95,0.63,9.81,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140972,208,,308.8,102.1,208,M,5,2.36,0.58,0.61,0.29,3.84,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140975,179,,240.6,85.7,182,M,5,2.35,0.61,0.49,0.35,3.8,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140978,240,,545.8,186.6,242,M,5,11.99,3.58,1.56,0.63,17.76,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140979,200,,321.5,113.8,201,M,5,4.05,1.63,0.91,0.69,7.28,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140981,218,,419.8,143.9,218,M,5,9.74,3.68,1.51,0.56,15.49,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140982,205,,337.9,113.2,206,M,5,2.2,1.1,0.56,0.26,4.12,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140986,149,,167.7,59.4,150,M,2,0.29,,0.32,,0.61,,,Whole gonad weight
2014,7,10,Metro,Parmelia Bank,,,Research,140988,160,,177.4,57.6,160,M,5,1.69,0.27,0.35,0.21,2.52,a,,
2014,7,10,Metro,Parmelia Bank,,,Research,140991,95,,47.8,16.4,98,M,2,,,0.03,,0.03,,,"Whole gonad weight, testies not found"
2014,7,10,Metro,Parmelia Bank,,,Research,140993,155,,180.2,58.4,157,M,4,1.23,0.15,0.29,0.09,1.76,,,
